"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2010",3859.5252,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2011",4010.3139,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2012",4062.9108,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2013",4292.1762,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2014",4366.9864,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2015",4407.2035,"E"
"DEU","HEALTHEXP","TOT","USD_CAP","A","1970",258.1594,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1971",302.1459,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1972",343.7003,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1973",396.4314,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1974",468.7214,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1975",555.566,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1976",619.4491,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1977",675.8422,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1978",752.8158,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1979",832.6286,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1980",941.1213,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1981",1070.3393,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1982",1110.4089,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1983",1175.1552,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1984",1274.0643,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1985",1372.0026,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1986",1412.8683,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1987",1484.8339,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1988",1620.0093,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1989",1609.1452,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1990",1721.5143,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1992",1907.9949,"B"
"DEU","HEALTHEXP","TOT","USD_CAP","A","1993",1915.2877,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1994",2049.6612,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1995",2185.1405,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1996",2312.0275,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1997",2335.1543,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1998",2405.8643,
"DEU","HEALTHEXP","TOT","USD_CAP","A","1999",2512.7486,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2000",2612.5703,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2001",2730.1828,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2002",2869.9629,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2003",3033.0953,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2004",3099.7712,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2005",3297.0591,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2006",3502.6909,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2007",3660.9349,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2008",3901.418,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2009",4130.7969,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2010",4358.6128,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2011",4510.1751,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2012",4694.681,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2013",4921.8139,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2014",5119.2146,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2015",5267.1379,"P"
"GRC","HEALTHEXP","TOT","USD_CAP","A","1988",660.1681,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1989",776.5848,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1990",804.2656,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1991",826.0974,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1992",923.8069,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1993",1038.1708,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1994",1180.6036,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1995",1224.2709,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1996",1263.2468,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1997",1312.5507,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1998",1336.0581,
"GRC","HEALTHEXP","TOT","USD_CAP","A","1999",1417.803,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2000",1396.9074,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2001",1669.485,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2002",1870.597,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2003",1951.7097,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2004",2016.8191,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2005",2284.7933,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2006",2534.7392,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2007",2655.2171,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2008",3040.9909,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2009",2990.8342,"B"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2010",2855.3382,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2011",2520.6318,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2012",2324.2907,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2013",2339.7827,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2014",2220.1065,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2015",2245.3746,"E"
"HUN","HEALTHEXP","TOT","USD_CAP","A","1991",527.1463,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1992",563.0027,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1993",579.1982,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1994",651.6828,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1995",615.7181,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1996",626.6279,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1997",635.5987,
"HUN","HEALTHEXP","TOT","USD_CAP","A","1998",720.3452,"B"
"HUN","HEALTHEXP","TOT","USD_CAP","A","1999",774.2847,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2000",819.9948,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2001",933.1557,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2002",1063.7962,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2003",1274.4898,"B"
"HUN","HEALTHEXP","TOT","USD_CAP","A","2004",1283.0384,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2005",1390.8337,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2006",1463.2271,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2007",1404.1231,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2008",1486.7085,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2009",1521.631,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2010",1632.9071,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2011",1715.3205,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2012",1703.9905,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2013",1755.5419,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2014",1796.6034,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2015",1845.3673,"E"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1970",176.9406,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1971",227.8839,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1972",243.8671,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1973",247.8772,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1974",321.6482,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1975",377.2202,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1976",391.7099,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1977",444.8947,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1978",538.854,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1979",684.5931,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1980",723.158,"B"
"ISL","HEALTHEXP","TOT","USD_CAP","A","1981",832.769,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1982",933.9135,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1983",1027.8413,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1984",1033.6359,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1985",1132.1416,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1986",1300.3055,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1987",1466.4293,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1988",1610.2986,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1989",1619.7326,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1990",1610.2953,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1991",1680.0298,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1992",1683.0547,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1993",1747.6494,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1994",1792.7196,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1995",1851.5667,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1996",1935.7508,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1997",2061.6143,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1998",2410.4274,
"ISL","HEALTHEXP","TOT","USD_CAP","A","1999",2601.1358,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2000",2672.9878,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2001",2783.3467,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2002",3078.4478,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2003",3198.3977,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2004",3339.1786,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2005",3294.4734,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2006",3276.3176,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2007",3375.6701,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2008",3628.0346,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2009",3624.4513,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2010",3405.9865,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2011",3420.6305,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2012",3506.4164,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2013",3739.4503,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2014",3896.9251,"D"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2015",4011.9968,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1970",117.4883,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1971",149.6294,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1972",165.6653,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1973",184.1551,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1974",222.4788,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1975",256.0463,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1976",263.3362,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1977",284.5484,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1978",338.8649,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1979",392.5665,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1980",481.1329,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1981",508.173,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1982",535.7402,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1983",553.5759,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1984",581.0002,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1985",618.6488,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1986",619.5862,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1987",635.8245,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1988",661.7991,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1989",685.567,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1990",750.5787,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1991",849.226,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1992",929.9279,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1993",980.4917,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1994",1037.9826,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1995",1124.7885,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1996",1183.9985,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1997",1291.4988,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1998",1381.3734,
"IRL","HEALTHEXP","TOT","USD_CAP","A","1999",1483.2093,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2000",1749.0146,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2001",2034.3981,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2002",2298.9631,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2003",2520.871,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2004",2755.4185,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2005",3097.1122,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2006",3304.4115,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2007",3649.2954,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2008",4000.7079,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2009",4407.799,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2010",4585.4044,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2011",4514.9774,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2012",4658.284,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2013",4980.3999,"B"
"IRL","HEALTHEXP","TOT","USD_CAP","A","2014",5001.322,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2015",5130.6825,"E"
"ITA","HEALTHEXP","TOT","USD_CAP","A","1988",1074.6384,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1989",1151.0907,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1990",1281.8826,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1991",1388.9875,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1992",1405.525,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1993",1419.7029,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1994",1448.6155,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1995",1507.7006,"B"
"ITA","HEALTHEXP","TOT","USD_CAP","A","1996",1576.9319,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1997",1692.9319,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1998",1792.3389,
"ITA","HEALTHEXP","TOT","USD_CAP","A","1999",1845.6069,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2000",2019.4276,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2001",2194.4551,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2002",2202.0358,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2003",2235.811,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2004",2355.7084,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2005",2479.3278,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2006",2703.1626,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2007",2751.8517,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2008",3011.2728,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2009",3064.7996,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2010",3108.2039,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2011",3169.0494,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2012",3174.261,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2013",3141.8651,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2014",3206.8286,"B"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2015",3272.2533,"E"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1970",141.137,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1971",157.0962,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1972",179.3623,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1973",196.173,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1974",228.7534,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1975",281.4097,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1976",305.5513,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1977",343.9546,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1978",397.0256,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1979",459.1314,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1980",544.6309,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1981",622.7155,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1982",695.7236,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1983",751.8829,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1984",783.9361,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1985",863.347,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1986",894.6269,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1987",952.0212,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1988",1004.3207,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1989",1051.3848,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1990",1116.7064,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1991",1195.9912,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1992",1283.3253,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1993",1371.3138,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1994",1469.0998,"D"
"JPN","HEALTHEXP","TOT","USD_CAP","A","1995",1469.5138,
"JPN","HEALTHEXP","TOT","USD_CAP","A","1996",1501.2085,
"JPN","HEALTHEXP","TOT","USD_CAP","A","1997",1607.6141,
"JPN","HEALTHEXP","TOT","USD_CAP","A","1998",1656.82,
"JPN","HEALTHEXP","TOT","USD_CAP","A","1999",1765.9755,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2000",1914.8514,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2001",2019.8249,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2002",2104.6727,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2003",2198.8429,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2004",2327.8175,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2005",2463.7249,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2006",2580.1459,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2007",2723.8322,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2008",2852.8629,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2009",2998.5676,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2010",3204.9489,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2011",3799.1178,"B"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2012",4016.7772,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2013",4151.7546,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2014",4152.3727,"P"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2015",4149.765,"E"
"KOR","HEALTHEXP","TOT","USD_CAP","A","1970",16.1934,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1971",16.0407,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1972",16.0358,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1973",16.3623,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1974",16.6344,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1975",28.8199,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1976",34.0852,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1977",37.9691,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1978",48.0566,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1979",72.2968,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1980",83.6991,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1981",100.321,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1982",112.2503,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1983",126.2749,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1984",135.5984,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1985",151.0003,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1986",163.2956,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1987",181.6437,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1988",217.35,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1989",274.2709,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1990",304.9462,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1991",329.3832,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1992",366.4309,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1993",387.3435,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1994",407.2591,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1995",457.9495,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1996",523.5899,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1997",556.243,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1998",547.8676,
"KOR","HEALTHEXP","TOT","USD_CAP","A","1999",647.5179,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2000",724.0871,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2001",862.3864,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2002",904.2233,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2003",997.689,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2004",1081.4534,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2005",1220.0809,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2006",1406.6213,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2007",1566.6353,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2008",1662.9686,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2009",1791.2895,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2010",1951.3258,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2011",2029.6636,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2012",2131.9334,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2013",2224.6293,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2014",2361.44,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2015",2487.9385,"P"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1995",2282.8814,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1996",2394.4814,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1997",2402.6437,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1998",2574.1903,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1999",2983.2628,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2000",3466.2675,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2001",3792.6746,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2002",4223.3167,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2003",4478.8393,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2004",5059.9115,
